idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
1664,1664,25214,IDP_dMRI_TBSS_L1_Cerebral_peduncle_R,10,WM tract diffusivity,Mean L1 in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.231,0.0217
1665,1665,25215,IDP_dMRI_TBSS_L1_Cerebral_peduncle_L,10,WM tract diffusivity,Mean L1 in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.0217
1666,1666,25216,IDP_dMRI_TBSS_L1_Anterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean L1 in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.208,0.0191
1667,1667,25217,IDP_dMRI_TBSS_L1_Anterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean L1 in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.215,0.0206
1668,1668,25218,IDP_dMRI_TBSS_L1_Posterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean L1 in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.338,0.0258
1669,1669,25219,IDP_dMRI_TBSS_L1_Posterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean L1 in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.324,0.0245
1670,1670,25220,IDP_dMRI_TBSS_L1_Retrolenticular_part_of_internal_capsule_R,10,WM tract diffusivity,Mean L1 in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.263,0.0208
1671,1671,25221,IDP_dMRI_TBSS_L1_Retrolenticular_part_of_internal_capsule_L,10,WM tract diffusivity,Mean L1 in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.225,0.0208
1672,1672,25222,IDP_dMRI_TBSS_L1_Anterior_corona_radiata_R,10,WM tract diffusivity,Mean L1 in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.254,0.025
1673,1673,25223,IDP_dMRI_TBSS_L1_Anterior_corona_radiata_L,10,WM tract diffusivity,Mean L1 in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.266,0.0273
1674,1674,25224,IDP_dMRI_TBSS_L1_Superior_corona_radiata_R,10,WM tract diffusivity,Mean L1 in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.264,0.0228
1675,1675,25225,IDP_dMRI_TBSS_L1_Superior_corona_radiata_L,10,WM tract diffusivity,Mean L1 in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.26,0.0239
1676,1676,25226,IDP_dMRI_TBSS_L1_Posterior_corona_radiata_R,10,WM tract diffusivity,Mean L1 in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.267,0.0235
1677,1677,25227,IDP_dMRI_TBSS_L1_Posterior_corona_radiata_L,10,WM tract diffusivity,Mean L1 in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.251,0.0249
1678,1678,25228,IDP_dMRI_TBSS_L1_Posterior_thalamic_radiation_R,10,WM tract diffusivity,Mean L1 in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.201,0.0197
1679,1679,25229,IDP_dMRI_TBSS_L1_Posterior_thalamic_radiation_L,10,WM tract diffusivity,Mean L1 in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.239,0.0227
1680,1680,25230,IDP_dMRI_TBSS_L1_Sagittal_stratum_R,10,WM tract diffusivity,Mean L1 in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.228,0.0218
1681,1681,25231,IDP_dMRI_TBSS_L1_Sagittal_stratum_L,10,WM tract diffusivity,Mean L1 in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.211,0.0213
1682,1682,25232,IDP_dMRI_TBSS_L1_External_capsule_R,10,WM tract diffusivity,Mean L1 in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.271,0.0265
1683,1683,25233,IDP_dMRI_TBSS_L1_External_capsule_L,10,WM tract diffusivity,Mean L1 in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.267,0.0263
1684,1684,25234,IDP_dMRI_TBSS_L1_Cingulum_cingulate_gyrus_R,10,WM tract diffusivity,Mean L1 in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.258,0.0237
1685,1685,25235,IDP_dMRI_TBSS_L1_Cingulum_cingulate_gyrus_L,10,WM tract diffusivity,Mean L1 in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.267,0.0227
1686,1686,25236,IDP_dMRI_TBSS_L1_Cingulum_hippocampus_R,10,WM tract diffusivity,Mean L1 in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.202,0.0219
1687,1687,25237,IDP_dMRI_TBSS_L1_Cingulum_hippocampus_L,10,WM tract diffusivity,Mean L1 in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.212,0.021
1688,1688,25238,IDP_dMRI_TBSS_L1_Fornix_cres+Stria_terminalis_R,10,WM tract diffusivity,Mean L1 in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.164,0.0187
1689,1689,25239,IDP_dMRI_TBSS_L1_Fornix_cres+Stria_terminalis_L,10,WM tract diffusivity,Mean L1 in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.165,0.0191
1690,1690,25240,IDP_dMRI_TBSS_L1_Superior_longitudinal_fasciculus_R,10,WM tract diffusivity,Mean L1 in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.301,0.0247
1691,1691,25241,IDP_dMRI_TBSS_L1_Superior_longitudinal_fasciculus_L,10,WM tract diffusivity,Mean L1 in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.321,0.0258
1692,1692,25242,IDP_dMRI_TBSS_L1_Superior_fronto-occipital_fasciculus_R,10,WM tract diffusivity,Mean L1 in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.171,0.0195
1693,1693,25243,IDP_dMRI_TBSS_L1_Superior_fronto-occipital_fasciculus_L,10,WM tract diffusivity,Mean L1 in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.167,0.0188
1694,1694,25244,IDP_dMRI_TBSS_L1_Uncinate_fasciculus_R,10,WM tract diffusivity,Mean L1 in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.0209
1695,1695,25245,IDP_dMRI_TBSS_L1_Uncinate_fasciculus_L,10,WM tract diffusivity,Mean L1 in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.218,0.0205
1696,1696,25246,IDP_dMRI_TBSS_L1_Tapetum_R,10,WM tract diffusivity,Mean L1 in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.148,0.0187
1697,1697,25247,IDP_dMRI_TBSS_L1_Tapetum_L,10,WM tract diffusivity,Mean L1 in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.194,0.0197
1698,1698,25248,IDP_dMRI_TBSS_L2_Middle_cerebellar_peduncle,10,WM tract diffusivity,Mean L2 in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),0.236,0.0225
1699,1699,25249,IDP_dMRI_TBSS_L2_Pontine_crossing_tract,10,WM tract diffusivity,Mean L2 in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),0.218,0.0205
1700,1700,25250,IDP_dMRI_TBSS_L2_Genu_of_corpus_callosum,10,WM tract diffusivity,Mean L2 in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.302,0.0262
1701,1701,25251,IDP_dMRI_TBSS_L2_Body_of_corpus_callosum,10,WM tract diffusivity,Mean L2 in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.29,0.0263
1702,1702,25252,IDP_dMRI_TBSS_L2_Splenium_of_corpus_callosum,10,WM tract diffusivity,Mean L2 in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.22,0.0255
1703,1703,25253,IDP_dMRI_TBSS_L2_Fornix,10,WM tract diffusivity,Mean L2 in fornix on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.0227
1704,1704,25254,IDP_dMRI_TBSS_L2_Corticospinal_tract_R,10,WM tract diffusivity,Mean L2 in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.206,0.0209
1705,1705,25255,IDP_dMRI_TBSS_L2_Corticospinal_tract_L,10,WM tract diffusivity,Mean L2 in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.195,0.0189
1706,1706,25256,IDP_dMRI_TBSS_L2_Medial_lemniscus_R,10,WM tract diffusivity,Mean L2 in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.149,0.0181
1707,1707,25257,IDP_dMRI_TBSS_L2_Medial_lemniscus_L,10,WM tract diffusivity,Mean L2 in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.138,0.0168
1708,1708,25258,IDP_dMRI_TBSS_L2_Inferior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L2 in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.206,0.0215
1709,1709,25259,IDP_dMRI_TBSS_L2_Inferior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L2 in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.173,0.0219
1710,1710,25260,IDP_dMRI_TBSS_L2_Superior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L2 in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.319,0.0242
1711,1711,25261,IDP_dMRI_TBSS_L2_Superior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L2 in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.306,0.0241
1712,1712,25262,IDP_dMRI_TBSS_L2_Cerebral_peduncle_R,10,WM tract diffusivity,Mean L2 in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.208,0.0191
1713,1713,25263,IDP_dMRI_TBSS_L2_Cerebral_peduncle_L,10,WM tract diffusivity,Mean L2 in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.221,0.0196
1714,1714,25264,IDP_dMRI_TBSS_L2_Anterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean L2 in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.243,0.0237
1715,1715,25265,IDP_dMRI_TBSS_L2_Anterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean L2 in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.225,0.0225
1716,1716,25266,IDP_dMRI_TBSS_L2_Posterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean L2 in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.265,0.0224
1717,1717,25267,IDP_dMRI_TBSS_L2_Posterior_limb_of_internal_capsule_L,10,WM tract diffusivity,Mean L2 in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.28,0.0244
1718,1718,25268,IDP_dMRI_TBSS_L2_Retrolenticular_part_of_internal_capsule_R,10,WM tract diffusivity,Mean L2 in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.247,0.0245
1719,1719,25269,IDP_dMRI_TBSS_L2_Retrolenticular_part_of_internal_capsule_L,10,WM tract diffusivity,Mean L2 in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.232,0.0249
1720,1720,25270,IDP_dMRI_TBSS_L2_Anterior_corona_radiata_R,10,WM tract diffusivity,Mean L2 in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.325,0.029
1721,1721,25271,IDP_dMRI_TBSS_L2_Anterior_corona_radiata_L,10,WM tract diffusivity,Mean L2 in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.317,0.029
1722,1722,25272,IDP_dMRI_TBSS_L2_Superior_corona_radiata_R,10,WM tract diffusivity,Mean L2 in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.255,0.0274
1723,1723,25273,IDP_dMRI_TBSS_L2_Superior_corona_radiata_L,10,WM tract diffusivity,Mean L2 in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.264,0.0278
1724,1724,25274,IDP_dMRI_TBSS_L2_Posterior_corona_radiata_R,10,WM tract diffusivity,Mean L2 in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.254,0.0252
1725,1725,25275,IDP_dMRI_TBSS_L2_Posterior_corona_radiata_L,10,WM tract diffusivity,Mean L2 in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.261,0.0274
1726,1726,25276,IDP_dMRI_TBSS_L2_Posterior_thalamic_radiation_R,10,WM tract diffusivity,Mean L2 in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.228,0.0249
1727,1727,25277,IDP_dMRI_TBSS_L2_Posterior_thalamic_radiation_L,10,WM tract diffusivity,Mean L2 in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.214,0.0247
1728,1728,25278,IDP_dMRI_TBSS_L2_Sagittal_stratum_R,10,WM tract diffusivity,Mean L2 in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.24,0.0251
1729,1729,25279,IDP_dMRI_TBSS_L2_Sagittal_stratum_L,10,WM tract diffusivity,Mean L2 in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.215,0.0257
1730,1730,25280,IDP_dMRI_TBSS_L2_External_capsule_R,10,WM tract diffusivity,Mean L2 in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.251,0.0237
1731,1731,25281,IDP_dMRI_TBSS_L2_External_capsule_L,10,WM tract diffusivity,Mean L2 in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.237,0.0244
1732,1732,25282,IDP_dMRI_TBSS_L2_Cingulum_cingulate_gyrus_R,10,WM tract diffusivity,Mean L2 in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.294,0.0251
1733,1733,25283,IDP_dMRI_TBSS_L2_Cingulum_cingulate_gyrus_L,10,WM tract diffusivity,Mean L2 in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.294,0.0247
1734,1734,25284,IDP_dMRI_TBSS_L2_Cingulum_hippocampus_R,10,WM tract diffusivity,Mean L2 in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.22,0.0209
1735,1735,25285,IDP_dMRI_TBSS_L2_Cingulum_hippocampus_L,10,WM tract diffusivity,Mean L2 in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.224,0.0212
1736,1736,25286,IDP_dMRI_TBSS_L2_Fornix_cres+Stria_terminalis_R,10,WM tract diffusivity,Mean L2 in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.214,0.0201
1737,1737,25287,IDP_dMRI_TBSS_L2_Fornix_cres+Stria_terminalis_L,10,WM tract diffusivity,Mean L2 in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.193,0.0201
1738,1738,25288,IDP_dMRI_TBSS_L2_Superior_longitudinal_fasciculus_R,10,WM tract diffusivity,Mean L2 in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.315,0.0271
1739,1739,25289,IDP_dMRI_TBSS_L2_Superior_longitudinal_fasciculus_L,10,WM tract diffusivity,Mean L2 in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.298,0.0263
1740,1740,25290,IDP_dMRI_TBSS_L2_Superior_fronto-occipital_fasciculus_R,10,WM tract diffusivity,Mean L2 in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.192,0.0189
1741,1741,25291,IDP_dMRI_TBSS_L2_Superior_fronto-occipital_fasciculus_L,10,WM tract diffusivity,Mean L2 in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.17,0.0196
1742,1742,25292,IDP_dMRI_TBSS_L2_Uncinate_fasciculus_R,10,WM tract diffusivity,Mean L2 in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.248,0.029
1743,1743,25293,IDP_dMRI_TBSS_L2_Uncinate_fasciculus_L,10,WM tract diffusivity,Mean L2 in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.232,0.0274
1744,1744,25294,IDP_dMRI_TBSS_L2_Tapetum_R,10,WM tract diffusivity,Mean L2 in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.022
1745,1745,25295,IDP_dMRI_TBSS_L2_Tapetum_L,10,WM tract diffusivity,Mean L2 in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.227,0.0191
1746,1746,25296,IDP_dMRI_TBSS_L3_Middle_cerebellar_peduncle,10,WM tract diffusivity,Mean L3 in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),0.213,0.0212
1747,1747,25297,IDP_dMRI_TBSS_L3_Pontine_crossing_tract,10,WM tract diffusivity,Mean L3 in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),0.194,0.0218
1748,1748,25298,IDP_dMRI_TBSS_L3_Genu_of_corpus_callosum,10,WM tract diffusivity,Mean L3 in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.343,0.0261
1749,1749,25299,IDP_dMRI_TBSS_L3_Body_of_corpus_callosum,10,WM tract diffusivity,Mean L3 in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.323,0.0271
1750,1750,25300,IDP_dMRI_TBSS_L3_Splenium_of_corpus_callosum,10,WM tract diffusivity,Mean L3 in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),0.263,0.0247
1751,1751,25301,IDP_dMRI_TBSS_L3_Fornix,10,WM tract diffusivity,Mean L3 in fornix on FA (fractional anisotropy) skeleton (from dMRI data),0.224,0.0228
1752,1752,25302,IDP_dMRI_TBSS_L3_Corticospinal_tract_R,10,WM tract diffusivity,Mean L3 in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.192,0.0209
1753,1753,25303,IDP_dMRI_TBSS_L3_Corticospinal_tract_L,10,WM tract diffusivity,Mean L3 in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.173,0.02
1754,1754,25304,IDP_dMRI_TBSS_L3_Medial_lemniscus_R,10,WM tract diffusivity,Mean L3 in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.14,0.0179
1755,1755,25305,IDP_dMRI_TBSS_L3_Medial_lemniscus_L,10,WM tract diffusivity,Mean L3 in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.137,0.017
1756,1756,25306,IDP_dMRI_TBSS_L3_Inferior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L3 in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.223,0.0232
1757,1757,25307,IDP_dMRI_TBSS_L3_Inferior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L3 in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.193,0.021
1758,1758,25308,IDP_dMRI_TBSS_L3_Superior_cerebellar_peduncle_R,10,WM tract diffusivity,Mean L3 in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.316,0.0268
1759,1759,25309,IDP_dMRI_TBSS_L3_Superior_cerebellar_peduncle_L,10,WM tract diffusivity,Mean L3 in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.301,0.0259
1760,1760,25310,IDP_dMRI_TBSS_L3_Cerebral_peduncle_R,10,WM tract diffusivity,Mean L3 in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.211,0.0189
1761,1761,25311,IDP_dMRI_TBSS_L3_Cerebral_peduncle_L,10,WM tract diffusivity,Mean L3 in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),0.178,0.0206
1762,1762,25312,IDP_dMRI_TBSS_L3_Anterior_limb_of_internal_capsule_R,10,WM tract diffusivity,Mean L3 in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),0.258,0.0223
